wavelength (nm);current (A);read noise (A)
705;-0.0000003791857;0.00000000005264499
710;-0.000000371193;0.00000000006174053
715;-0.0000003624387;0.00000000005184682
720;-0.0000003527517;0.00000000007388446
725;-0.0000003427586;0.00000000006516705
730;-0.0000003319388;0.00000000005491263
735;-0.0000003205581;0.00000000005541874
740;-0.0000003087706;0.00000000005714983
745;-0.0000002963874;0.00000000004869109
750;-0.0000002839669;0.00000000003828547
755;-0.0000002710238;0.00000000003743061
760;-0.0000002579913;0.00000000003395222
765;-0.0000002454871;0.00000000005048848
770;-0.0000002331378;0.00000000003403208
775;-0.0000002210242;0.0000000000319705
780;-0.0000002090592;0.00000000002446039
785;-0.0000001973522;0.00000000003569638
790;-0.0000001861184;0.00000000003556816
795;-0.0000001754305;0.00000000003562699
800;-0.0000001652094;0.00000000002810296
805;-0.000000155889;0.00000000003238526
810;-0.0000001471052;0.00000000002993909
815;-0.0000001387818;0.00000000001811816
820;-0.0000001312138;0.00000000002093151
825;-0.0000001241436;0.00000000002350555
830;-0.0000001176152;0.00000000001610219
835;-0.0000001115911;0.00000000001902366
840;-0.0000001061492;0.00000000001369698
845;-0.0000001010851;0.00000000001320261
850;-0.0000000964351;0.00000000001557363
855;-0.0000000922303;0.00000000001765892
860;-0.0000000801765;0.00000000002065008
865;-0.00000007910227;0.00000000001603165
870;-0.00000007756963;0.00000000001021186
875;-0.00000007563646;0.00000000000946565
880;-0.00000007348819;0.00000000001118384
885;-0.00000007113503;0.00000000001034144
890;-0.00000006862374;0.000000000007442417
895;-0.00000006608405;0.00000000001253296
900;-0.000000063459;0.00000000001045973
905;-0.00000006089075;0.00000000000813191
910;-0.00000005827631;0.00000000001014614
915;-0.00000005573887;0.00000000001188613
920;-0.00000005327085;0.000000000008847273
925;-0.00000005077229;0.000000000008280103
930;-0.00000004824238;0.000000000006746921
935;-0.00000004577953;0.000000000008383041
940;-0.000000043447;0.000000000006288479
945;-0.00000004124838;0.000000000008130005
950;-0.00000003912066;0.000000000004754703
955;-0.00000003709558;0.000000000005147796
960;-0.00000003511142;0.000000000006340024
965;-0.00000003321792;0.000000000006805118
970;-0.00000003137717;0.00000000000525032
975;-0.00000002964342;0.00000000000532969
980;-0.00000002792493;0.000000000004668011
985;-0.00000002628137;0.000000000004713388
990;-0.00000002466754;0.000000000005089888
995;-0.00000002307934;0.000000000004935522
1000;-0.0000000215644;0.000000000005091914
1005;-0.0000000200616;0.000000000004547348
1010;-0.00000001856304;0.000000000004064118
1015;-0.00000001706109;0.00000000000370719
1020;-0.000000015577;0.000000000003106293
1025;-0.00000001411253;0.000000000003927976
1030;-0.00000001265428;0.000000000002517421
1035;-0.00000001124765;0.000000000002755435
1040;-0.000000009891117;0.00000000000275244
1045;-0.000000008599373;0.00000000000224113
