wavelength (nm);current (A);read noise (A)
605;-0.0000003130091;0.00000000006705103
610;-0.000000318344;0.00000000004260671
615;-0.000000322548;0.0000000000564343
620;-0.0000003255485;0.0000000000358885
625;-0.0000003277642;0.00000000006075165
630;-0.0000003289938;0.00000000006318422
635;-0.0000003292781;0.00000000006698131
640;-0.0000003283545;0.00000000004230981
645;-0.0000003257219;0.00000000005354912
650;-0.0000003203425;0.00000000003008321
655;-0.0000003148784;0.00000000003835199
660;-0.0000003165724;0.0000000000487666
665;-0.0000003285322;0.00000000005316555
670;-0.0000003483119;0.0000000000674694
675;-0.000000366955;0.00000000006779045
680;-0.0000003809342;0.00000000008788103
685;-0.0000003892953;0.00000000004617121
690;-0.0000003920385;0.00000000006066803
695;-0.0000003904608;0.00000000007302974
700;-0.0000003859146;0.00000000005849455
705;-0.0000003792401;0.0000000000516978
710;-0.00000037131;0.00000000006809115
715;-0.0000003625363;0.00000000006905885
720;-0.0000003529652;0.00000000004138663
725;-0.0000003428608;0.00000000005163644
730;-0.0000003321289;0.00000000005988663
735;-0.0000003208012;0.00000000004422233
740;-0.0000003089803;0.00000000005371212
745;-0.0000002967099;0.00000000004977289
750;-0.0000002841667;0.00000000006133857
755;-0.0000002712904;0.00000000003709421
760;-0.000000258291;0.00000000004058471
765;-0.0000002457746;0.00000000004238804
770;-0.0000002334977;0.0000000000426901
775;-0.0000002212625;0.00000000003294414
780;-0.0000002092746;0.0000000000263049
785;-0.0000001974796;0.00000000003696574
790;-0.0000001862481;0.00000000003128129
795;-0.0000001755204;0.00000000002430583
800;-0.0000001653349;0.00000000002698963
805;-0.0000001559537;0.0000000000241403
810;-0.0000001471545;0.00000000002286932
815;-0.0000001388675;0.00000000002146885
820;-0.0000001312483;0.00000000002141291
825;-0.0000001241956;0.00000000001977679
830;-0.0000001176336;0.00000000002379751
835;-0.0000001116391;0.00000000002101736
840;-0.0000001061464;0.00000000001982874
845;-0.0000001010387;0.00000000002040862
850;-0.00000009644338;0.00000000001431497
855;-0.00000009219922;0.00000000001716984
860;-0.0000000801558;0.00000000002098936
865;-0.00000007885991;0.00000000001734372
870;-0.00000007740551;0.00000000001772004
875;-0.00000007557163;0.00000000001665131
880;-0.00000007344487;0.00000000001641375
885;-0.00000007108638;0.00000000001129243
890;-0.00000006855108;0.00000000001008541
895;-0.00000006601157;0.000000000009311991
900;-0.00000006338641;0.000000000008839016
905;-0.00000006082113;0.000000000009112765
910;-0.00000005819009;0.000000000008693615
915;-0.00000005568877;0.00000000000932148
920;-0.00000005323612;0.000000000007538232
925;-0.00000005072836;0.000000000009499135
930;-0.00000004814668;0.000000000007065521
935;-0.00000004565321;0.000000000007432749
940;-0.00000004333928;0.000000000006582008
945;-0.00000004115902;0.000000000006010954
950;-0.00000003903775;0.000000000004308442
955;-0.00000003703119;0.000000000008990869
960;-0.00000003504756;0.000000000004485935
965;-0.00000003316775;0.000000000006384557
970;-0.00000003134262;0.000000000005193431
975;-0.00000002960155;0.000000000006653562
980;-0.00000002789243;0.000000000006938314
985;-0.0000000262471;0.000000000004618701
990;-0.00000002463321;0.000000000005641403
995;-0.00000002304979;0.000000000006290195
1000;-0.00000002152555;0.000000000007635293
1005;-0.00000002003016;0.000000000003988948
1010;-0.00000001852978;0.000000000004090282
1015;-0.00000001703473;0.000000000003856175
1020;-0.00000001554625;0.000000000006093126
1025;-0.00000001408182;0.000000000005828096
1030;-0.00000001262606;0.000000000003190353
1035;-0.00000001121843;0.000000000003340186
1040;-0.000000009861473;0.000000000003189025
1045;-0.00000000857517;0.00000000000291126
