# Weather data are for lat=49.98, long=-98.04
#
# air_temperature: (°C) mean air temperature
# precipitation: (mm) precipitation
# potential_evapotranspiration: (mm) potential evapotranspiration
#
year,day_of_year,air_temperature,precipitation,potential_evapotranspiration
2024,171,15.23,0.77,5.180168391
2024,172,18.89,0.05,4.947119921
2024,173,20.3,0,4.38083617
2024,174,20.75,10.92,3.54747813
2024,175,19.69,1.84,4.9636899
2024,176,21.1,3.52,5.595964241
2024,177,17.38,4.07,4.640591289
2024,178,16.38,0.1,4.034810463
2024,179,17.87,18.3,3.221499692
2024,180,14.59,21.08,1.444288681
2024,181,14,0.02,4.502075409
2024,182,16.35,0,5.226407259
2024,183,18.94,31.8,2.29306401
2024,184,18.6,3.17,3.838895558
2024,185,18.77,1.2,4.170317986
2024,186,18.95,1.17,4.16372286
2024,187,20.21,0.06,5.358171524
2024,188,21.1,1.38,4.251116961
2024,189,21.7,0.94,4.596121276
2024,190,22.04,0.14,4.824830581
2024,191,22.62,0.2,4.744763561
2024,192,23.61,0.07,5.660905563
2024,193,25.12,0.06,5.689337371
2024,194,25.56,0.65,5.262434363
2024,195,23.16,7.06,4.9777439
2024,196,22.06,4.34,4.423666652
2024,197,19.81,15.73,4.390049768
2024,198,16.25,0.32,4.072723753
2024,199,16.59,0.12,4.89429545
2024,200,20.88,0.1,5.336662189
2024,201,23.7,0.04,4.67854114
2024,202,23.88,1.06,3.519345346
2024,203,23.69,2.15,3.88684376
2024,204,22.39,1.19,2.759999072
2024,205,20.69,1.42,3.019341674
2024,206,22.13,0.04,3.711265899
2024,207,25.19,0.01,4.03902994
2024,208,23.58,0.28,2.359651671
2024,209,23.18,0.72,4.728701344
2024,210,21.92,0,4.685108186
2024,211,22.38,0.31,3.936308051
2024,212,25.4,0.23,4.752383884
2024,213,23.96,0.28,5.034395532
2024,214,25.58,0,5.42054426
2024,215,24.02,0.18,5.249502508
2024,216,20.42,0.01,4.567236692
2024,217,18.49,3.24,3.83729872
2024,218,19,0.05,4.180716188
2024,219,20.99,1.12,4.200227938
2024,220,16.6,0.22,2.705028033
2024,221,14.81,3.53,2.019863812
2024,222,15.75,1.54,3.342023066
2024,223,18.63,0.38,4.226970142
2024,224,20.41,0,4.562709692
2024,225,21.43,0.01,4.634678973
2024,226,22.33,0.28,4.562439888
2024,227,22.14,7.14,2.556895793
2024,228,19.89,13.12,1.625596048
2024,229,20.79,0.47,3.772203412
2024,230,20.62,0.03,4.143883821
2024,231,21.65,0,4.441376777
2024,232,23.24,0.08,4.284369851
2024,233,24.07,0.23,3.939475231
2024,234,22.91,0.18,3.757393803
2024,235,22.07,5.06,1.771637471
2024,236,22.74,0.53,4.114894418
2024,237,24.95,0.34,3.832595528
2024,238,24.6,0.42,2.361665178
2024,239,18.97,0,3.194618376
2024,240,16.69,0,2.275328527
2024,241,19.91,2.77,3.501711203
2024,242,18.51,6.09,1.328122781
2024,243,19.56,0.06,3.92137749
2024,244,18.92,0.08,3.514776521
2024,245,17.92,0,3.626202258
2024,246,20.08,0.41,3.965953872
2024,247,21.3,0.13,3.792221262
2024,248,20.28,0.52,3.054590072
2024,249,15.39,0.82,2.593553955
2024,250,14.3,0.02,2.835950004
2024,251,18.56,0,3.228713316
2024,252,20.42,0.12,3.627413859
2024,253,22.1,0.18,3.890500937
2024,254,20.76,0.03,3.167837916
2024,255,17.69,0.72,3.164602073
2024,256,22.32,0.02,3.597790933
2024,257,20.54,8.46,2.114608045
2024,258,20.31,0.04,3.479801623
2024,259,21.92,0.49,3.507070394
2024,260,19.85,2.89,1.629494836
2024,261,21.14,3.76,2.236511866
2024,262,20.63,6.26,1.014604846
2024,263,19.79,1.23,2.044224145
2024,264,18.26,3.68,2.79974685
2024,265,13.27,7.33,1.603791944
2024,266,13.46,0,2.611573819
2024,267,13.46,0.46,1.40295457
2024,268,16.06,0.01,2.713909683
2024,269,20.18,0,3.021450406
2024,270,21.55,0,3.085493581
2024,271,17.57,0,2.84315208
2024,272,17.16,0,2.770786283
2024,273,20.34,0,2.793925947
2024,274,15.33,0.27,0.988251483
2024,275,12.39,0,1.567891143
2024,276,11.98,1.05,2.016230174
2024,277,6.6,0,1.017416114
2024,278,9.67,0,1.807840534
2024,279,11.37,1.62,1.348658843
2024,280,8.81,0,1.758253285
2024,281,10.89,0.01,2.001372673
2024,282,12.48,0,2.056522737
2024,283,14.2,0.97,2.193060694
2024,284,13.81,0,1.079608397
2024,285,10.65,0.01,1.829892085
2024,286,9.43,3.83,0.713553165
2024,287,6.5,0.15,1.189719314
2024,288,4.13,0.13,0.834832675
2024,289,4.36,0.54,0.899525395
2024,290,9.22,0.03,1.519327228
2024,291,10.8,0.25,1.345745188
2024,292,7.6,1,0.791851153
2024,293,8.47,0.06,0.977532503
2024,294,12.24,0,1.296654627
2024,295,12.31,0.05,1.458886733
2024,296,6,2.17,0.501550162
2024,297,5.53,0.02,0.93370295
2024,298,5.21,0.46,0.627842019
2024,299,4.73,2.64,0.801978597
2024,300,4.66,0.17,0.753914834
2024,301,5.67,0.05,0.817980788
2024,302,7.41,0,0.971625697
2024,303,4.78,0.31,0.575789768
2024,304,2.41,0,0.456622905
2024,305,2.44,0.28,0.38374824
2024,306,2.66,0.28,0.419217045
2024,307,2.86,0.05,0.513811246
2024,308,6.03,11.47,0.351090135
2024,309,4.4,4.78,0.4213782
2024,310,1.78,0.16,0.32916752
2024,311,0.03,0.3,0.004105036
2024,312,3.83,0.01,0.59136747
2024,313,3.78,0.08,0.582701199
2024,314,6.24,0,0.829529148
2024,315,2.21,0.66,0.167603268
2024,316,0.17,0.19,0.028858305
2024,317,3.97,0.12,0.531129877
2024,318,3.73,0.31,0.417606588
2024,319,2.5,0.78,0.164275087
2024,320,3.93,0.32,0.460490876
2024,321,3.53,4.35,0.182979503
2024,322,1.06,1.3,0.109099236
2024,323,3.02,0.26,0.325938507
2024,324,1.32,20.19,0.075930485
2024,325,-3.59,4.27,0
2024,326,-8.97,0.12,0
2024,327,-8.49,0.27,0
2024,328,-11.12,0.63,0
2024,329,-6.83,2.94,0
2024,330,-14.25,0.5,0
2024,331,-12.93,0.19,0
2024,332,-12.78,0.37,0
2024,333,-16.26,0.21,0
2024,334,-23.22,0.35,0
2024,335,-18.17,0.29,0
2024,336,-14.01,0.69,0
2024,337,-16.19,0.17,0
2024,338,-7.79,2.8,0
2024,339,-15.97,0.75,0
2024,340,-16.95,0.05,0
2024,341,-7.72,0.09,0
2024,342,-1.03,0.01,0
2024,343,-3.03,13.79,0
2024,344,-12,1.11,0
2024,345,-15.07,1.57,0
2024,346,-28.42,0.07,0
2024,347,-29.66,0.02,0
2024,348,-19.43,0.01,0
2024,349,-9.66,0.05,0
2024,350,-3.97,0.96,0
2024,351,-5.08,2.09,0
2024,352,-14.32,0.13,0
2024,353,-22.9,0.35,0
2024,354,-18.36,3.47,0
2024,355,-23.82,0.07,0
2024,356,-14.74,0.27,0
2024,357,-10.26,0.34,0
2024,358,-9.32,0.24,0
2024,359,-4,0.18,0
2024,360,-2.67,0.08,0
2024,361,-3.44,0.25,0
2024,362,-1.64,0.75,0
2024,363,-2.64,0.15,0
2024,364,-6.34,0.35,0
2024,365,-6.7,0.41,0
2024,366,-9.32,0.81,0
